2022/5/23 5:40 UPDATE,,
,,
DATE,TIME,���(��kW)
2022/3/24,15:00,3525
2022/3/24,16:00,3551
2022/3/24,17:00,3614
2022/3/24,18:00,3768
2022/3/24,19:00,3713
2022/3/24,20:00,3611
2022/3/24,21:00,3450
2022/3/24,22:00,3256
2022/3/24,23:00,3049
2022/3/25,0:00,2816
2022/3/25,1:00,2710
2022/3/25,2:00,2691
2022/3/25,3:00,2701
2022/3/25,4:00,2747
2022/3/25,5:00,2908
2022/3/25,6:00,3119
2022/3/25,7:00,3270
2022/3/25,8:00,3524
2022/3/25,9:00,3688
2022/3/25,10:00,3666
2022/3/25,11:00,3631
2022/3/25,12:00,3476
2022/3/25,13:00,3478
2022/3/25,14:00,3396
2022/3/25,15:00,3336
2022/3/25,16:00,3330
2022/3/25,17:00,3358
2022/3/25,18:00,3487
2022/3/25,19:00,3421
2022/3/25,20:00,3316
2022/3/25,21:00,3164
2022/3/25,22:00,3011
2022/3/25,23:00,2840
2022/3/26,0:00,2631
2022/3/26,1:00,2523
2022/3/26,2:00,2494
2022/3/26,3:00,2484
2022/3/26,4:00,2470
2022/3/26,5:00,2487
2022/3/26,6:00,2530
2022/3/26,7:00,2651
2022/3/26,8:00,2900
2022/3/26,9:00,3062
2022/3/26,10:00,3050
2022/3/26,11:00,3056
2022/3/26,12:00,3003
2022/3/26,13:00,3025
2022/3/26,14:00,2985
2022/3/26,15:00,2935
2022/3/26,16:00,2987
2022/3/26,17:00,3091
2022/3/26,18:00,3159
2022/3/26,19:00,3095
2022/3/26,20:00,2990
2022/3/26,21:00,2856
2022/3/26,22:00,2707
2022/3/26,23:00,2562
2022/3/27,0:00,2387
2022/3/27,1:00,2301
2022/3/27,2:00,2287
2022/3/27,3:00,2290
2022/3/27,4:00,2278
2022/3/27,5:00,2255
2022/3/27,6:00,2242
2022/3/27,7:00,2328
2022/3/27,8:00,2466
2022/3/27,9:00,2582
2022/3/27,10:00,2657
2022/3/27,11:00,2606
2022/3/27,12:00,2608
2022/3/27,13:00,2536
2022/3/27,14:00,2473
2022/3/27,15:00,2526
2022/3/27,16:00,2615
2022/3/27,17:00,2799
2022/3/27,18:00,2943
2022/3/27,19:00,2910
2022/3/27,20:00,2842
2022/3/27,21:00,2723
2022/3/27,22:00,2567
2022/3/27,23:00,2454
2022/3/28,0:00,2298
2022/3/28,1:00,2236
2022/3/28,2:00,2235
2022/3/28,3:00,2268
2022/3/28,4:00,2311
2022/3/28,5:00,2395
2022/3/28,6:00,2502
2022/3/28,7:00,2686
2022/3/28,8:00,3014
2022/3/28,9:00,3276
2022/3/28,10:00,3336
2022/3/28,11:00,3385
2022/3/28,12:00,3304
2022/3/28,13:00,3334
2022/3/28,14:00,3271
2022/3/28,15:00,3213
2022/3/28,16:00,3262
2022/3/28,17:00,3346
2022/3/28,18:00,3427
2022/3/28,19:00,3350
2022/3/28,20:00,3234
2022/3/28,21:00,3087
2022/3/28,22:00,2934
2022/3/28,23:00,2760
2022/3/29,0:00,2554
2022/3/29,1:00,2457
2022/3/29,2:00,2455
2022/3/29,3:00,2482
2022/3/29,4:00,2523
2022/3/29,5:00,2625
2022/3/29,6:00,2841
2022/3/29,7:00,3114
2022/3/29,8:00,3488
2022/3/29,9:00,3729
2022/3/29,10:00,3750
2022/3/29,11:00,3763
2022/3/29,12:00,3637
2022/3/29,13:00,3705
2022/3/29,14:00,3674
2022/3/29,15:00,3696
2022/3/29,16:00,3754
2022/3/29,17:00,3785
2022/3/29,18:00,3785
2022/3/29,19:00,3665
2022/3/29,20:00,3511
2022/3/29,21:00,3315
2022/3/29,22:00,3119
2022/3/29,23:00,2901
2022/3/30,0:00,2663
2022/3/30,1:00,2541
2022/3/30,2:00,2520
2022/3/30,3:00,2530
2022/3/30,4:00,2560
2022/3/30,5:00,2655
2022/3/30,6:00,2806
2022/3/30,7:00,3004
2022/3/30,8:00,3256
2022/3/30,9:00,3355
2022/3/30,10:00,3418
2022/3/30,11:00,3366
2022/3/30,12:00,3178
2022/3/30,13:00,3263
2022/3/30,14:00,3214
2022/3/30,15:00,3186
2022/3/30,16:00,3196
2022/3/30,17:00,3221
2022/3/30,18:00,3295
2022/3/30,19:00,3208
2022/3/30,20:00,3098
2022/3/30,21:00,2944
2022/3/30,22:00,2796
2022/3/30,23:00,2631
2022/3/31,0:00,2437
2022/3/31,1:00,2344
2022/3/31,2:00,2339
2022/3/31,3:00,2368
2022/3/31,4:00,2391
2022/3/31,5:00,2439
2022/3/31,6:00,2511
2022/3/31,7:00,2674
2022/3/31,8:00,2984
2022/3/31,9:00,3175
2022/3/31,10:00,3246
2022/3/31,11:00,3321
2022/3/31,12:00,3146
2022/3/31,13:00,3209
2022/3/31,14:00,3098
2022/3/31,15:00,3054
2022/3/31,16:00,3152
2022/3/31,17:00,3215
2022/3/31,18:00,3275
2022/3/31,19:00,3206
2022/3/31,20:00,3112
2022/3/31,21:00,2980
2022/3/31,22:00,2857
2022/3/31,23:00,2714
