,0,1,2,3
120,2017/5/1,晴後一時雨、雷を伴う,8,1
121,2017/5/2,0,8,1
122,2017/5/3,薄曇,8,1
123,2017/5/4,薄曇後晴,8,1
124,2017/5/5,0,8,1
125,2017/5/6,薄曇,8,1
126,2017/5/7,0.5,8,1
127,2017/5/8,晴一時薄曇,8,1
128,2017/5/9,薄曇,8,1
129,2017/5/10,雨一時曇,8,1
130,2017/5/11,晴後曇一時雨,8,1
131,2017/5/12,薄曇,8,1
132,2017/5/13,1.0,8,1
133,2017/5/14,0.5,8,1
134,2017/5/15,曇一時雨,8,1
135,2017/5/16,薄曇,8,1
136,2017/5/17,0.5,8,1
137,2017/5/18,曇時々晴一時雨、雷を伴う,8,1
138,2017/5/19,0,8,1
139,2017/5/20,0,8,1
140,2017/5/21,晴後一時薄曇,8,1
141,2017/5/22,晴時々薄曇,8,1
142,2017/5/23,晴後一時薄曇,8,1
143,2017/5/24,0.5,8,1
144,2017/5/25,雨後曇,8,1
145,2017/5/26,雨後曇,8,1
146,2017/5/27,曇時々晴,8,1
147,2017/5/28,晴時々曇,8,1
148,2017/5/29,晴一時薄曇,8,1
149,2017/5/30,晴時々薄曇,8,1
150,2017/5/31,薄曇,8,1
151,2017/6/1,曇時々雨一時晴,8,1
152,2017/6/2,0,8,1
153,2017/6/3,晴一時薄曇,8,1
154,2017/6/4,晴一時曇,8,1
155,2017/6/5,晴後一時雨、雷を伴う,8,1
156,2017/6/6,曇後一時晴,8,1
157,2017/6/7,0.5,8,1
158,2017/6/8,曇一時雨後時々晴,8,1
159,2017/6/9,曇一時晴,8,1
160,2017/6/10,薄曇時々晴,8,1
161,2017/6/11,0.5,8,1
162,2017/6/12,曇時々晴,8,1
163,2017/6/13,雨一時曇,8,1
164,2017/6/14,曇一時雨後時々晴,8,1
165,2017/6/15,晴一時曇,8,1
166,2017/6/16,晴後一時雨,8,1
167,2017/6/17,晴後時々薄曇,8,1
168,2017/6/18,曇後雨,8,1
169,2017/6/19,晴一時曇,8,1
170,2017/6/20,薄曇時々晴,8,1
171,2017/6/21,1.0,8,1
172,2017/6/22,薄曇,8,1
173,2017/6/23,0,8,1
174,2017/6/24,薄曇一時晴,8,1
175,2017/6/25,雨時々曇,8,1
176,2017/6/26,曇一時雨,8,1
177,2017/6/27,0.5,8,1
178,2017/6/28,雨後曇一時晴,8,1
179,2017/6/29,0.5,8,1
180,2017/6/30,雨時々曇,8,1
181,2017/7/1,雨時々曇,8,1
182,2017/7/2,0.5,8,1
183,2017/7/3,0.5,8,1
184,2017/7/4,0.5,8,1
185,2017/7/5,曇一時晴,8,1
186,2017/7/6,曇時々晴,8,1
187,2017/7/7,0,8,1
188,2017/7/8,0,8,1
189,2017/7/9,晴後一時薄曇,8,1
190,2017/7/10,0,8,1
191,2017/7/11,晴一時曇,8,1
192,2017/7/12,0,8,1
193,2017/7/13,晴後時々曇,8,1
194,2017/7/14,0,8,1
195,2017/7/15,晴後時々薄曇,8,1
196,2017/7/16,薄曇,8,1
197,2017/7/17,薄曇一時雨,8,1
198,2017/7/18,曇時々晴一時雨、雷を伴う,8,1
199,2017/7/19,晴時々曇,8,1
200,2017/7/20,0,8,1
201,2017/7/21,0,8,1
202,2017/7/22,薄曇時々晴,8,1
203,2017/7/23,曇時々雨,8,1
204,2017/7/24,0.5,8,1
205,2017/7/25,曇、雷を伴う,8,1
206,2017/7/26,大雨一時曇,8,1
207,2017/7/27,0.5,8,1
208,2017/7/28,曇時々晴,8,1
209,2017/7/29,曇後一時雨、雷を伴う,8,1
210,2017/7/30,曇一時雨,8,1
211,2017/7/31,晴時々曇,8,1
212,2017/8/1,曇時々雨,8,1
213,2017/8/2,曇時々雨,8,1
214,2017/8/3,0.5,8,1
215,2017/8/4,0.5,8,1
216,2017/8/5,0.5,8,1
217,2017/8/6,曇後晴,8,1
218,2017/8/7,曇時々晴,8,1
219,2017/8/8,曇一時雨,8,1
220,2017/8/9,晴時々曇一時雨,8,1
221,2017/8/10,曇一時雨,8,1
222,2017/8/11,曇時々雨,8,1
223,2017/8/12,曇時々雨後一時晴,8,1
224,2017/8/13,曇一時晴,8,1
225,2017/8/14,曇時々雨,8,1
226,2017/8/15,大雨時々曇,8,1
227,2017/8/16,1.0,8,1
228,2017/8/17,0.5,8,1
229,2017/8/18,0.5,8,1
230,2017/8/19,曇一時雨、雷を伴う,8,1
231,2017/8/20,0.5,8,1
232,2017/8/21,曇一時雨後一時晴,8,1
233,2017/8/22,0.5,8,1
234,2017/8/23,晴後曇,8,1
235,2017/8/24,曇時々晴,8,1
236,2017/8/25,0.5,8,1
237,2017/8/26,曇後一時雨,8,1
238,2017/8/27,曇時々晴,8,1
239,2017/8/28,曇後晴,8,1
240,2017/8/29,曇後一時晴,8,1
241,2017/8/30,曇時々晴後一時雨,8,1
242,2017/8/31,雨後時々曇,8,1
243,2017/9/1,曇後一時雨,8,1
244,2017/9/2,雨一時曇後晴,8,1
245,2017/9/3,晴時々曇,8,1
246,2017/9/4,曇時々雨,8,1
247,2017/9/5,0.5,8,1
248,2017/9/6,雨時々曇,8,1
249,2017/9/7,曇時々雨,8,1
250,2017/9/8,曇後晴,8,1
251,2017/9/9,晴一時曇,8,1
252,2017/9/10,晴一時曇,8,1
253,2017/9/11,0.5,8,1
254,2017/9/12,雨後時々曇、雷を伴う,8,1
255,2017/9/13,晴後薄曇,8,1
256,2017/9/14,曇時々晴,8,1
257,2017/9/15,薄曇,8,1
258,2017/9/16,曇時々雨,8,1
259,2017/9/17,1.0,8,1
260,2017/9/18,0,8,1
261,2017/9/19,薄曇時々晴,8,1
262,2017/9/20,0.5,8,1
263,2017/9/21,晴時々曇,8,1
264,2017/9/22,曇後雨,8,1
265,2017/9/23,曇一時雨,8,1
266,2017/9/24,曇一時晴,8,1
267,2017/9/25,晴時々曇,8,1
268,2017/9/26,晴一時曇,8,1
269,2017/9/27,0.5,8,1
270,2017/9/28,曇時々雨,8,1
271,2017/9/29,0,8,1
272,2017/9/30,曇後一時晴,8,1
273,2017/10/1,晴後曇,8,1
274,2017/10/2,0.5,8,1
275,2017/10/3,曇時々晴,8,1
276,2017/10/4,曇一時雨,8,1
277,2017/10/5,曇後一時晴,8,1
278,2017/10/6,曇後雨,8,1
279,2017/10/7,雨後曇一時晴,8,1
280,2017/10/8,曇時々晴,8,1
281,2017/10/9,晴一時薄曇,8,1
282,2017/10/10,0,8,1
283,2017/10/11,曇一時晴,8,1
284,2017/10/12,晴後時々薄曇,8,1
285,2017/10/13,1.0,8,1
286,2017/10/14,雨時々曇,8,1
287,2017/10/15,1.0,8,1
288,2017/10/16,1.0,8,1
289,2017/10/17,雨後曇,8,1
290,2017/10/18,晴後曇,8,1
291,2017/10/19,1.0,8,1
292,2017/10/20,雨後時々曇,8,1
293,2017/10/21,1.0,8,1
294,2017/10/22,1.0,8,1
295,2017/10/23,曇一時雨後晴,8,1
296,2017/10/24,0.5,8,1
297,2017/10/25,雨後一時曇,8,1
298,2017/10/26,0,8,1
299,2017/10/27,0,8,1
300,2017/10/28,雨時々曇,8,1
301,2017/10/29,大雨、雷を伴う,8,1
302,2017/10/30,0,8,1
303,2017/10/31,曇時々晴,8,1
304,2017/11/1,晴一時曇,8,1
305,2017/11/2,薄曇一時晴,8,1
306,2017/11/3,晴一時曇,8,1
307,2017/11/4,晴時々曇後一時雨,8,1
308,2017/11/5,0,8,1
309,2017/11/6,0,8,1
310,2017/11/7,晴後一時薄曇,8,1
311,2017/11/8,雨後曇,8,1
312,2017/11/9,0,8,1
313,2017/11/10,晴時々曇,8,1
314,2017/11/11,晴時々曇,8,1
315,2017/11/12,0,8,1
316,2017/11/13,曇時々晴,8,1
317,2017/11/14,曇後雨,8,1
318,2017/11/15,曇後時々晴,8,1
319,2017/11/16,晴後一時曇,8,1
320,2017/11/17,晴後一時薄曇,8,1
321,2017/11/18,雨時々曇,8,1
322,2017/11/19,晴一時曇,8,1
323,2017/11/20,曇後時々晴,8,1
324,2017/11/21,0,8,1
325,2017/11/22,曇後一時雨,8,1
326,2017/11/23,雨後晴,8,1
327,2017/11/24,晴時々曇後一時雨,8,1
328,2017/11/25,晴後時々薄曇,8,1
329,2017/11/26,晴後一時曇,8,1
330,2017/11/27,晴後曇,8,1
331,2017/11/28,0.5,8,1
332,2017/11/29,0,8,1
333,2017/11/30,曇時々雨,8,1
334,2017/12/1,曇時々雨,8,1
335,2017/12/2,0,8,1
336,2017/12/3,0,8,1
337,2017/12/4,曇一時晴,8,1
338,2017/12/5,0,8,1
339,2017/12/6,0,8,1
340,2017/12/7,0,8,1
341,2017/12/8,曇後一時雨,8,1
342,2017/12/9,0,8,1
343,2017/12/10,晴一時薄曇,8,1
344,2017/12/11,晴一時曇,8,1
345,2017/12/12,晴後一時薄曇,8,1
346,2017/12/13,0,8,1
347,2017/12/14,0,8,1
348,2017/12/15,曇後一時晴,8,1
349,2017/12/16,晴時々曇,8,1
350,2017/12/17,0,8,1
351,2017/12/18,0,8,1
352,2017/12/19,0,8,1
353,2017/12/20,0,8,1
354,2017/12/21,0,8,1
355,2017/12/22,晴一時曇,8,1
356,2017/12/23,晴後時々薄曇,8,1
357,2017/12/24,曇後一時晴,8,1
358,2017/12/25,0,8,1
359,2017/12/26,0,8,1
360,2017/12/27,0,8,1
361,2017/12/28,0,8,1
362,2017/12/29,0,8,1
363,2017/12/30,0,8,1
364,2017/12/31,曇一時雪,8,1
